Loc,Item,Plant Name,CAT,,,,,,,,,UPC#,,,,,,,,,,,,,
160000,075451,HELLEBORUS X CASSIS RED,PRN,,,,,,,,,014949364758,,,,,,,,,,,,,
160000,075431,HELLEBORUS X DOUBLE FANTASY,PRN,,,,,,,,,014949369388,,,,,,,,,,,,,
160000,083961,HEM CHICAGO APACHE,PRN,,,,,,,,,014949839614,,,,,,,,,,,,,
160000,414791,HEM EVERYDAYLILY PINK WING PAF,PRN,,,,,,,,,014949431740,,,,,,,,,,,,,
160000,040361,HEM FAIRY TALE PINK,PRN,,,,,,,,,014949403617,,,,,,,,,,,,,
160000,040511,HEM HAPPY RETURNS,PRN,,,,,,,,,014949405116,,,,,,,,,,,,,
160000,040512,HEM HAPPY RETURNS,PRN,,,,,,,,,014949405123,,,,,,,,,,,,,
160000,040071,HEM JOAN SENIOR,PRN,,,,,,,,,014949400715,,,,,,,,,,,,,
160000,040091,HEM LITTLE BUSINESS,PRN,,,,,,,,,014949400913,,,,,,,,,,,,,
160000,040121,HEM LITTLE GRAPETTE,PRN,,,,,,,,,014949401217,,,,,,,,,,,,,
160000,040131,HEM MINI PEARL,PRN,,,,,,,,,014949401316,,,,,,,,,,,,,
160000,083981,HEM PINK PLAYMATE,PRN,,,,,,,,,014949839812,,,,,,,,,,,,,
160000,040631,HEM PRAIRIE BLUE EYES,PRN,,,,,,,,,014949406311,,,,,,,,,,,,,
160000,046611,HEM PURPLE DE ORO,PRN,,,,,,,,,014949265550,,,,,,,,,,,,,
160000,040571,HEM RED RUM,PRN,,,,,,,,,014949405710,,,,,,,,,,,,,
160000,076281,HEM RUBY SPIDER,PRN,,,,,,,,,014949351802,,,,,,,,,,,,,
160000,083941,HEM SILOAM GUMDROP,PRN,,,,,,,,,014949839416,,,,,,,,,,,,,
170000,040111,HEM STELLA DE ORO,PRN,,,,,,,,,014949401118,,,,,,,,,,,,,
160000,040111,HEM STELLA DE ORO,PRN,,,,,,,,,014949401118,,,,,,,,,,,,,
160000,040112,HEM STELLA DE ORO,PRN,,,,,,,,,014949401125,,,,,,,,,,,,,
160000,006631,HEM STRAWBERRY CANDY,PRN,,,,,,,,,014949053164,,,,,,,,,,,,,
160000,040291,HEM SUMMER WINE,PRN,,,,,,,,,014949402917,,,,,,,,,,,,,
160000,083931,HEM SWIRLING WATER,PRN,,,,,,,,,014949839317,,,,,,,,,,,,,
160000,054491,HEUCHERA AUTUMN LEAVES PPAF,PRN,,,,,,,,,014949403747,,,,,,,,,,,,,
160000,039611,HEUCHERA BLACK BEAUTY PP13288,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,097091,HEUCHERA CARNIVAL LIMEADE PPAF,PRN,,,,,,,,,014949383919,,,,,,,,,,,,,
160000,097171,HEUCHERA CARNIVAL RSE GRNT PAF,PRN,,,,,,,,,014949383933,,,,,,,,,,,,,
170000,087131,HEUCHERA CARNIVAL WATRMELN PAF,PRN,,,,,,,,,014949414545,,,,,,,,,,,,,
160000,036711,HEUCHERA CAROLINE PP20026,PRN,,,,,,,,,014949214930,,,,,,,,,,,,,
160000,403241,HEUCHERA CHERRY COLA P22967,PRN,,,,,,,,,014949427095,,,,,,,,,,,,,
170000,023101,HEUCHERA FROSTED VIOLET P15085,PRN,,,,,,,,,014949043059,,,,,,,,,,,,,
160000,023101,HEUCHERA FROSTED VIOLET P15085,PRN,,,,,,,,,014949043059,,,,,,,,,,,,,
170000,047531,HEUCHERA GEORGIA PEACH PP19375,PRN,,,,,,,,,014949255957,,,,,,,,,,,,,
170000,018661,HEUCHERA GREEN SPICE,PRN,,,,,,,,,014949008805,,,,,,,,,,,,,
160000,018661,HEUCHERA GREEN SPICE,PRN,,,,,,,,,014949008805,,,,,,,,,,,,,
170000,029531,HEUCHERA LIME RICKEY PP16210,PRN,,,,,,,,,,,,,,,,,,,,,,
170000,028871,HEUCHERA MARMALADE PP15945,PRN,,,,,,,,,014949065846,,,,,,,,,,,,,
160000,028871,HEUCHERA MARMALADE PP15945,PRN,,,,,,,,,014949065846,,,,,,,,,,,,,
170000,045721,HEUCHERA MIDNIGHT ROSE PP18551,PRN,,,,,,,,,014949238431,,,,,,,,,,,,,
160000,045721,HEUCHERA MIDNIGHT ROSE PP18551,PRN,,,,,,,,,014949238431,,,,,,,,,,,,,
160000,037541,HEUCHERA OBSIDIAN PP14836,PRN,,,,,,,,,014949249277,,,,,,,,,,,,,
170000,047541,HEUCHERA PEACH FLAMBEE PP17195,PRN,,,,,,,,,014949272862,,,,,,,,,,,,,
160000,040721,HEUCHERA PLUM PUDDING,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,036691,HEUCHERA ROSE MAJESTY PP17414,PRN,,,,,,,,,014949214923,,,,,,,,,,,,,
170000,049711,HEUCHERA SOUTHERN COMFORT PPAF,PRN,,,,,,,,,014949276136,,,,,,,,,,,,,
160000,046641,HEUCHERA VIL CARAMEL PP16560,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,054481,HEUCHERELLA GOLD ZEBRA PPAF,PRN,,,,,,,,,014949411063,,,,,,,,,,,,,
160000,076241,HEUCHERELLA REDSTONE FALLS PAF,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,407761,HEUCHERELLA SOLAR ECLIPSE,PRN,,,,,,,,,014949414606,,,,,,,,,,,,,
170000,033531,HEUCHERELLA STOPLIGHT PP16835,PRN,,,,,,,,,014949071427,,,,,,,,,,,,,
160000,033531,HEUCHERELLA STOPLIGHT PP16835,PRN,,,,,,,,,014949071427,,,,,,,,,,,,,
170000,041171,HEUCHERELLA SWEET TEA PPAF,PRN,,,,,,,,,014949403853,,,,,,,,,,,,,
160000,041171,HEUCHERELLA SWEET TEA PPAF,PRN,,,,,,,,,014949403853,,,,,,,,,,,,,
170000,034712,HIB MOS DAVE FLEMING PP21392,PRN,,,,,,,,,014949312377,,,,,,,,,,,,,
170000,036322,HIB MOS STARDUST PP21479,PRN,,,,,,,,,014949312384,,,,,,,,,,,,,
170000,034732,HIB MOS STRWBRY SWIRL PP21542,PRN,,,,,,,,,014949312360,,,,,,,,,,,,,
160000,031871,HOSTA ABIQUA DRINKING GOURD,PRN,,,,,,,,,014949218907,,,,,,,,,,,,,
160000,031872,HOSTA ABIQUA DRINKING GOURD,PRN,,,,,,,,,014949375266,,,,,,,,,,,,,
160000,036984PTC,HOSTA APHRODITE,PRN,,,,,,,,,014949291535,,,,,,,,,,,,,
160000,403531,HOSTA BLUE MOUSE EARS,PRN,,,,,,,,,014949392096,,,,,,,,,,,,,
160000,016761,HOSTA CHERRY BERRY,PRN,,,,,,,,,014949004289,,,,,,,,,,,,,
160000,403611,HOSTA EARTH ANGEL,PRN,,,,,,,,,014949392133,,,,,,,,,,,,,
160000,093061,HOSTA ENTERPRISE,PRN,,,,,,,,,014949276990,,,,,,,,,,,,,
160000,093062,HOSTA ENTERPRISE,PRN,,,,,,,,,014949332740,,,,,,,,,,,,,
160000,041471,HOSTA EOLA SAPPHIRE,PRN,,,,,,,,,014949414712,,,,,,,,,,,,,
160000,041472,HOSTA EOLA SAPPHIRE,PRN,,,,,,,,,014949276228,,,,,,,,,,,,,
160000,041475,HOSTA EOLA SAPPHIRE,PRN,,,,,,,,,014949414750,,,,,,,,,,,,,
160000,075111,HOSTA FANTASY ISLAND,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,075112,HOSTA FANTASY ISLAND,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,017491,HOSTA FIRE & ICE,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,017492,HOSTA FIRE & ICE,PRN,,,,,,,,,014949358597,,,,,,,,,,,,,
160000,042981,HOSTA FIRST FROST,PRN,,,,,,,,,014949358634,,,,,,,,,,,,,
160000,042982,HOSTA FIRST FROST,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,041862,HOSTA FLUCTUANS VARIEG (SAGAE),PRN,,,,,,,,,014949037928,,,,,,,,,,,,,
160000,041865,HOSTA FLUCTUANS VARIEG (SAGAE),PRN,,,,,,,,,014949418659,,,,,,,,,,,,,
160000,403491,HOSTA FRAGRANT BOUQUET,PRN,,,,,,,,,014949392140,,,,,,,,,,,,,
160000,041691,HOSTA FRANCEE,PRN,,,,,,,,,014949416914,,,,,,,,,,,,,
160000,041695,HOSTA FRANCEE,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,052631,HOSTA FROSTY RIBBONS,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,041531,HOSTA GINKO CRAIG,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,041532,HOSTA GINKO CRAIG,PRN,,,,,,,,,014949415320,,,,,,,,,,,,,
160000,04153UT,HOSTA GINKO CRAIG,PRN,,,,,,,,,014949007914,,,,,,,,,,,,,
160000,041771,HOSTA GOLDEN PRAYERS,PRN,,,,,,,,,014949417713,,,,,,,,,,,,,
160000,04177UT,HOSTA GOLDEN PRAYERS,PRN,,,,,,,,,014949010587,,,,,,,,,,,,,
160000,019911,HOSTA GREAT EXPECTATIONS,PRN,,,,,,,,,014949020753,,,,,,,,,,,,,
160000,019912,HOSTA GREAT EXPECTATIONS,PRN,,,,,,,,,014949232941,,,,,,,,,,,,,
160000,017522,HOSTA GUACAMOLE,PRN,,,,,,,,,014949066553,,,,,,,,,,,,,
160000,017525,HOSTA GUACAMOLE,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,031891,HOSTA HADSPEN BLUE,PRN,,,,,,,,,014949070581,,,,,,,,,,,,,
160000,017531,HOSTA JUNE,PRN,,,,,,,,,014949004326,,,,,,,,,,,,,
160000,041821,HOSTA KROSSA REGAL,PRN,,,,,,,,,014949418215,,,,,,,,,,,,,
160000,041822,HOSTA KROSSA REGAL,PRN,,,,,,,,,014949418222,,,,,,,,,,,,,
160000,041825,HOSTA KROSSA REGAL,PRN,,,,,,,,,014949418253,,,,,,,,,,,,,
160000,006981,HOSTA MINUTEMAN,PRN,,,,,,,,,014949004234,,,,,,,,,,,,,
160000,006982,HOSTA MINUTEMAN,PRN,,,,,,,,,014949358665,,,,,,,,,,,,,
160000,028391,HOSTA OLIVE BAILEY LANGDON,PRN,,,,,,,,,014949063378,,,,,,,,,,,,,
160000,028392,HOSTA OLIVE BAILEY LANGDON,PRN,,,,,,,,,014949232958,,,,,,,,,,,,,
160000,028395,HOSTA OLIVE BAILEY LANGDON,PRN,,,,,,,,,014949232965,,,,,,,,,,,,,
160000,403561,HOSTA PARADIGM,PRN,,,,,,,,,014949392171,,,,,,,,,,,,,
160000,403562,HOSTA PARADIGM,PRN,,,,,,,,,014949425312,,,,,,,,,,,,,
160000,041881,HOSTA PATRIOT,PRN,,,,,,,,,014949418819,,,,,,,,,,,,,
160000,041882,HOSTA PATRIOT,PRN,,,,,,,,,014949418826,,,,,,,,,,,,,
160000,041885,HOSTA PATRIOT,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,04188P72SA,HOSTA PATRIOT,PRN,,,,,,,,,014949142479,,,,,,,,,,,,,
160000,062011,HOSTA PAUL'S GLORY,PRN,,,,,,,,,014949309209,,,,,,,,,,,,,
160000,007011,HOSTA REGAL SPLENDOR,PRN,,,,,,,,,014949050828,,,,,,,,,,,,,
160000,007012,HOSTA REGAL SPLENDOR,PRN,,,,,,,,,014949017289,,,,,,,,,,,,,
160000,007015,HOSTA REGAL SPLENDOR,PRN,,,,,,,,,014949071571,,,,,,,,,,,,,
160000,039471,HOSTA ROSEDALE GOLDEN GOOSE,PRN,,,,,,,,,014949267738,,,,,,,,,,,,,
160000,039472,HOSTA ROSEDALE GOLDEN GOOSE,PRN,,,,,,,,,014949332795,,,,,,,,,,,,,
160000,039475,HOSTA ROSEDALE GOLDEN GOOSE,PRN,,,,,,,,,014949267547,,,,,,,,,,,,,
160000,403641,HOSTA SO SWEET,PRN,,,,,,,,,014949392218,,,,,,,,,,,,,
160000,044671,HOSTA STAINED GLASS PPAF,PRN,,,,,,,,,014949267561,,,,,,,,,,,,,
160000,029791,HOSTA STRIPTEASE,PRN,,,,,,,,,014949066713,,,,,,,,,,,,,
160000,083971,HOSTA SUM & SUBSTANCE,PRN,,,,,,,,,014949839713,,,,,,,,,,,,,
160000,083972,HOSTA SUM & SUBSTANCE,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,083975,HOSTA SUM & SUBSTANCE,PRN,,,,,,,,,014949839751,,,,,,,,,,,,,
160000,075161,HOSTA THE RAZOR'S EDGE,PRN,,,,,,,,,014949358672,,,,,,,,,,,,,
160000,075162,HOSTA THE RAZOR'S EDGE,PRN,,,,,,,,,014949358689,,,,,,,,,,,,,
160000,016302,HOSTA TOKUDAMA FLAVOCIRCINALIS,PRN,,,,,,,,,014949358542,,,,,,,,,,,,,
160000,016305,HOSTA TOKUDAMA FLAVOCIRCINALIS,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,041851,HOSTA WIDE BRIM,PRN,,,,,,,,,014949418512,,,,,,,,,,,,,
160000,041852,HOSTA WIDE BRIM,PRN,,,,,,,,,014949418529,,,,,,,,,,,,,
160000,082012,HOSTA X LIBERTY,PRN,,,,,,,,,014949372036,,,,,,,,,,,,,
170000,074532S,HYD A INVINCE SPIRIT R PP20765,DCS,,,,,,,,,014949336106,,,,,,,,,,,,,
160000,074532S,HYD A INVINCE SPIRIT R PP20765,DCS,,,,,,,,,014949336106,,,,,,,,,,,,,
160000,074535,HYD A INVINCE SPIRIT R PP20765,DCS,,,,,,,,,014949336120,,,,,,,,,,,,,
160000,041712,HYD ARB ANNABELLE,DCS,,,,,,,,,014949236178,,,,,,,,,,,,,
160000,041715,HYD ARB ANNABELLE,DCS,,,,,,,,,,,,,,,,,,,,,,
170000,074522S,HYD ARB INCREDIBALL R PP20571,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,074522S,HYD ARB INCREDIBALL R PP20571,DCS,,,,,,,,,014949336069,,,,,,,,,,,,,
170000,074525,HYD ARB INCREDIBALL R PP20571,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,074525,HYD ARB INCREDIBALL R PP20571,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,019212S,HYD ARB WHITE DOME R PP14168,DCS,,,,,,,,,014949335468,,,,,,,,,,,,,
170000,089952S,HYD P LITTLE QUICK FIRE R PPAF,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,042022,HYD PAN ANGEL'S BLUSH R P10751,DCS,,,,,,,,,014949420225,,,,,,,,,,,,,
160000,042025,HYD PAN ANGEL'S BLUSH R P10751,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,042025PT,HYD PAN ANGEL'S BLUSH R P10751,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,097872S,HYD PAN BABY LACE R PP23387,DCS,,,,,,,,,014949428498,,,,,,,,,,,,,
170000,080951S,HYD PAN BOBO R PP22782,DCS,,,,,,,,,014949114940,,,,,,,,,,,,,
160000,080951S,HYD PAN BOBO R PP22782,DCS,,,,,,,,,,,,,,,,,,,,,,
170000,080952S,HYD PAN BOBO R PP22782,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,080952S,HYD PAN BOBO R PP22782,DCS,,,,,,,,,,,,,,,,,,,,,,
170000,089945,HYD PAN FIRE LIGHT TM PPAF,DCS,,,,,,,,,,,,,,,,,,,,,,
170000,024371S,HYD PAN LIMELIGHT PP12874,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,024371S,HYD PAN LIMELIGHT PP12874,DCS,,,,,,,,,014949336861,,,,,,,,,,,,,
170000,024372S,HYD PAN LIMELIGHT PP12874,DCS,,,,,,,,,014949337936,,,,,,,,,,,,,
160000,024372S,HYD PAN LIMELIGHT PP12874,DCS,,,,,,,,,014949337936,,,,,,,,,,,,,
170000,024375,HYD PAN LIMELIGHT PP12874,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,024375,HYD PAN LIMELIGHT PP12874,DCS,,,,,,,,,,,,,,,,,,,,,,
170000,024375PT,HYD PAN LIMELIGHT PP12874,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,024375PT,HYD PAN LIMELIGHT PP12874,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,029921S,HYD PAN LITTLE LIME PPAF,DCS,,,,,,,,,014949337974,,,,,,,,,,,,,
170000,029925PT,HYD PAN LITTLE LIME PPAF,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,074611S,HYD PAN PINKY WINKY TM PP16166,DCS,,,,,,,,,014949337929,,,,,,,,,,,,,
170000,074612S,HYD PAN PINKY WINKY TM PP16166,DCS,,,,,,,,,014949336267,,,,,,,,,,,,,
160000,074612S,HYD PAN PINKY WINKY TM PP16166,DCS,,,,,,,,,,,,,,,,,,,,,,
170000,074615,HYD PAN PINKY WINKY TM PP16166,DCS,,,,,,,,,014949336274,,,,,,,,,,,,,
160000,074615,HYD PAN PINKY WINKY TM PP16166,DCS,,,,,,,,,014949336274,,,,,,,,,,,,,
170000,074601S,HYD PAN QUICK FIRE R PP16812,DCS,,,,,,,,,014949337943,,,,,,,,,,,,,
160000,074601S,HYD PAN QUICK FIRE R PP16812,DCS,,,,,,,,,014949337943,,,,,,,,,,,,,
160000,035011,HYD PET MIRANDA,VIN,,,,,,,,,014949072813,,,,,,,,,,,,,
160000,035012,HYD PET MIRANDA,VIN,,,,,,,,,014949212943,,,,,,,,,,,,,
160000,035015,HYD PET MIRANDA,VIN,,,,,,,,,014949072882,,,,,,,,,,,,,
170000,042131,HYPERICUM FRONDOSUM SUNBURST,DCS,,,,,,,,,014949421314,,,,,,,,,,,,,
160000,042131,HYPERICUM FRONDOSUM SUNBURST,DCS,,,,,,,,,014949421314,,,,,,,,,,,,,
170000,042132,HYPERICUM FRONDOSUM SUNBURST,DCS,,,,,,,,,014949421321,,,,,,,,,,,,,
160000,042132,HYPERICUM FRONDOSUM SUNBURST,DCS,,,,,,,,,014949421321,,,,,,,,,,,,,
170000,042135,HYPERICUM FRONDOSUM SUNBURST,DCS,,,,,,,,,,,,,,,,,,,,,,
160000,042135,HYPERICUM FRONDOSUM SUNBURST,DCS,,,,,,,,,014949421352,,,,,,,,,,,,,
160000,080891S,HYPERICUM K BLUES FSTVL TM PAF,DCS,,,,,,,,,014949360927,,,,,,,,,,,,,
160000,408931,IBERIS SEMP WHITEOUT,PRN,,,,,,,,,,,,,,,,,,,,,,
160000,045112,ILEX GLA NORDIC TM,EVS,,,,,,,,,,,,,,,,,,,,,,
160000,045115,ILEX GLA NORDIC TM,EVS,,,,,,,,,,,,,,,,,,,,,,
160000,016461,IRIS EN BUTTERFLIES IN FLIGHT,PRN,,,,,,,,,014949004883,,,,,,,,,,,,,
160000,016471,IRIS EN CASCADE SPICE,PRN,,,,,,,,,014949004920,,,,,,,,,,,,,
160000,044011,IRIS EN VARIEGATA,PRN,,,,,,,,,014949440117,,,,,,,,,,,,,
160000,045981,IRIS PALLIDA VARIEGATA,PRN,,,,,,,,,014949459812,,,,,,,,,,,,,
160000,046361,IRIS SIB BENNERUP BLUE,PRN,,,,,,,,,014949463611,,,,,,,,,,,,,
160000,045971,IRIS SIB BUTTER & SUGAR,PRN,,,,,,,,,014949459713,,,,,,,,,,,,,
160000,046441,IRIS SIB CAESAR'S BROTHER,PRN,,,,,,,,,014949464410,,,,,,,,,,,,,
160000,046471,IRIS SIB ERIC THE RED,PRN,,,,,,,,,014949464724,,,,,,,,,,,,,
160000,046011,IRIS SIB RUFFLED VELVET,PRN,,,,,,,,,014949460115,,,,,,,,,,,,,
160000,046015,IRIS SIB RUFFLED VELVET,PRN,,,,,,,,,014949460153,,,,,,,,,,,,,
170000,046875,JUN C BLUE POINT,CON,,,,,,,,,,,,,,,,,,,,,,
160000,046875,JUN C BLUE POINT,CON,,,,,,,,,,,,,,,,,,,,,,
160000,084651,JUN C DAUB'S FROSTED,CON,,,,,,,,,,,,,,,,,,,,,,
160000,084652,JUN C DAUB'S FROSTED,CON,,,,,,,,,,,,,,,,,,,,,,
170000,046902,JUN C GOLD COAST R,CON,,,,,,,,,,,,,,,,,,,,,,
160000,046902,JUN C GOLD COAST R,CON,,,,,,,,,014949469026,,,,,,,,,,,,,
170000,047605,JUN C HETZII GLAUCA,CON,,,,,,,,,014949476055,,,,,,,,,,,,,
170000,047605PP,JUN C HETZII GLAUCA,CON,,,,,,,,,,,,,,,,,,,,,,
170000,047607PP,JUN C HETZII GLAUCA,CON,,,,,,,,,014949476376,,,,,,,,,,,,,
160000,048001,JUN C MINT JULEP R,CON,,,,,,,,,,,,,,,,,,,,,,
160000,048002,JUN C MINT JULEP R,CON,,,,,,,,,014949480021,,,,,,,,,,,,,
170000,048002P2,JUN C MINT JULEP R,CON,,,,,,,,,,,,,,,,,,,,,,
170000,048002PP,JUN C MINT JULEP R,CON,,,,,,,,,014949480625,,,,,,,,,,,,,
170000,048002SP,JUN C MINT JULEP R,CON,,,,,,,,,,,,,,,,,,,,,,
170000,048005,JUN C MINT JULEP R,CON,,,,,,,,,014949480052,,,,,,,,,,,,,
160000,048005,JUN C MINT JULEP R,CON,,,,,,,,,014949480052,,,,,,,,,,,,,
170000,048005GL,JUN C MINT JULEP R,CON,,,,,,,,,014949480359,,,,,,,,,,,,,
170000,048005OP,JUN C MINT JULEP R,CON,,,,,,,,,014949480953,,,,,,,,,,,,,
170000,048005PP,JUN C MINT JULEP R,CON,,,,,,,,,,,,,,,,,,,,,,
170000,048005SP,JUN C MINT JULEP R,CON,,,,,,,,,,,,,,,,,,,,,,
160000,048005SP,JUN C MINT JULEP R,CON,,,,,,,,,,,,,,,,,,,,,,
170000,048007PP,JUN C MINT JULEP R,CON,,,,,,,,,014949480670,,,,,,,,,,,,,
170000,048007SP,JUN C MINT JULEP R,CON,,,,,,,,,,,,,,,,,,,,,,
170000,048009PP,JUN C MINT JULEP R,CON,,,,,,,,,014949480694,,,,,,,,,,,,,
170000,048009SP,JUN C MINT JULEP R,CON,,,,,,,,,,,,,,,,,,,,,,
170000,048451,JUN C SAN JOSE,CON,,,,,,,,,014949484517,,,,,,,,,,,,,
170000,048451BO,JUN C SAN JOSE,CON,,,,,,,,,014949484616,,,,,,,,,,,,,
170000,048452BO,JUN C SAN JOSE,CON,,,,,,,,,,,,,,,,,,,,,,
170000,048452P3,JUN C SAN JOSE,CON,,,,,,,,,,,,,,,,,,,,,,
170000,048455BO,JUN C SAN JOSE,CON,,,,,,,,,014949484654,,,,,,,,,,,,,
170000,048131,JUN C SEA OF GOLD R PP17622,CON,,,,,,,,,014949481318,,,,,,,,,,,,,
160000,048131,JUN C SEA OF GOLD R PP17622,CON,,,,,,,,,014949481318,,,,,,,,,,,,,
160000,048132,JUN C SEA OF GOLD R PP17622,CON,,,,,,,,,014949065693,,,,,,,,,,,,,
170000,048135,JUN C SEA OF GOLD R PP17622,CON,,,,,,,,,,,,,,,,,,,,,,
160000,048135,JUN C SEA OF GOLD R PP17622,CON,,,,,,,,,014949481356,,,,,,,,,,,,,
160000,049032,JUN COM ALPINE CARPET R,CON,,,,,,,,,014949490327,,,,,,,,,,,,,
160000,049035,JUN COM ALPINE CARPET R,CON,,,,,,,,,,,,,,,,,,,,,,
160000,084901,JUN COMMUNIS VAR MONTANA,CON,,,,,,,,,014949051306,,,,,,,,,,,,,
170000,049251,JUN H BLUE CHIP,CON,,,,,,,,,,,,,,,,,,,,,,
160000,049251,JUN H BLUE CHIP,CON,,,,,,,,,014949492512,,,,,,,,,,,,,
170000,049252,JUN H BLUE CHIP,CON,,,,,,,,,014949492529,,,,,,,,,,,,,
160000,049252,JUN H BLUE CHIP,CON,,,,,,,,,,,,,,,,,,,,,,
170000,049705,JUN H HUGHES,CON,,,,,,,,,014949497050,,,,,,,,,,,,,
170000,049901,JUN H ICEE BLUE R P9639,CON,,,,,,,,,014949499016,,,,,,,,,,,,,
160000,049901,JUN H ICEE BLUE R P9639,CON,,,,,,,,,014949499016,,,,,,,,,,,,,
170000,049902,JUN H ICEE BLUE R P9639,CON,,,,,,,,,014949499023,,,,,,,,,,,,,
160000,049902,JUN H ICEE BLUE R P9639,CON,,,,,,,,,014949499023,,,,,,,,,,,,,
160000,049905,JUN H ICEE BLUE R P9639,CON,,,,,,,,,,,,,,,,,,,,,,
160000,049905PT,JUN H ICEE BLUE R P9639,CON,,,,,,,,,014949499252,,,,,,,,,,,,,
170000,050301,JUN H PRINCE OF WALES,CON,,,,,,,,,014949503010,,,,,,,,,,,,,
170000,050302,JUN H PRINCE OF WALES,CON,,,,,,,,,014949503027,,,,,,,,,,,,,
170000,050305,JUN H PRINCE OF WALES,CON,,,,,,,,,,,,,,,,,,,,,,
160000,050701,JUN H WILTONII,CON,,,,,,,,,014949507018,,,,,,,,,,,,,
170000,050201,JUN H YOUNGSTOWN,CON,,,,,,,,,014949502013,,,,,,,,,,,,,
160000,050201,JUN H YOUNGSTOWN,CON,,,,,,,,,014949502013,,,,,,,,,,,,,
170000,050202,JUN H YOUNGSTOWN,CON,,,,,,,,,014949502020,,,,,,,,,,,,,
160000,050202,JUN H YOUNGSTOWN,CON,,,,,,,,,014949502020,,,,,,,,,,,,,
170000,050205,JUN H YOUNGSTOWN,CON,,,,,,,,,,,,,,,,,,,,,,
160000,050205,JUN H YOUNGSTOWN,CON,,,,,,,,,,,,,,,,,,,,,,
170000,050901,JUN PRO NANA,CON,,,,,,,,,014949509012,,,,,,,,,,,,,
160000,050901,JUN PRO NANA,CON,,,,,,,,,014949509012,,,,,,,,,,,,,
170000,050902,JUN PRO NANA,CON,,,,,,,,,014949509029,,,,,,,,,,,,,
160000,050902,JUN PRO NANA,CON,,,,,,,,,014949509029,,,,,,,,,,,,,
170000,050902ST,JUN PRO NANA,CON,,,,,,,,,,,,,,,,,,,,,,
170000,050905ST,JUN PRO NANA,CON,,,,,,,,,,,,,,,,,,,,,,
160000,05090UT,JUN PRO NANA,CON,,,,,,,,,,,,,,,,,,,,,,
170000,051402,JUN SA ARCADIA,CON,,,,,,,,,,,,,,,,,,,,,,
160000,051601,JUN SA BROADMOOR,CON,,,,,,,,,014949516010,,,,,,,,,,,,,
160000,051602,JUN SA BROADMOOR,CON,,,,,,,,,014949516027,,,,,,,,,,,,,
170000,051701,JUN SA BUFFALO,CON,,,,,,,,,014949517017,,,,,,,,,,,,,
160000,051701,JUN SA BUFFALO,CON,,,,,,,,,014949517017,,,,,,,,,,,,,
160000,051702,JUN SA BUFFALO,CON,,,,,,,,,,,,,,,,,,,,,,
170000,051705,JUN SA BUFFALO,CON,,,,,,,,,,,,,,,,,,,,,,
170000,051751,JUN SA CALGARY CARPET R,CON,,,,,,,,,,,,,,,,,,,,,,
160000,051751,JUN SA CALGARY CARPET R,CON,,,,,,,,,014949517512,,,,,,,,,,,,,
170000,051752,JUN SA CALGARY CARPET R,CON,,,,,,,,,,,,,,,,,,,,,,
160000,051752,JUN SA CALGARY CARPET R,CON,,,,,,,,,014949517529,,,,,,,,,,,,,
170000,051755,JUN SA CALGARY CARPET R,CON,,,,,,,,,,,,,,,,,,,,,,
170000,051651,JUN SA MOOR-DENSE R,CON,,,,,,,,,014949516515,,,,,,,,,,,,,
170000,051652,JUN SA MOOR-DENSE R,CON,,,,,,,,,014949516522,,,,,,,,,,,,,
170000,051655,JUN SA MOOR-DENSE R,CON,,,,,,,,,014949516553,,,,,,,,,,,,,
170000,052001,JUN SA TAMARISCIFOLIA NEW BLUE,CON,,,,,,,,,014949520017,,,,,,,,,,,,,
170000,052005,JUN SA TAMARISCIFOLIA NEW BLUE,CON,,,,,,,,,,,,,,,,,,,,,,
170000,053655,JUN SC BLUE ARROW,CON,,,,,,,,,,,,,,,,,,,,,,
170000,053659,JUN SC BLUE ARROW,CON,,,,,,,,,,,,,,,,,,,,,,
170000,05365M,JUN SC BLUE ARROW,CON,,,,,,,,,,,,,,,,,,,,,,
