Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,END CAP AVAIL,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#,,,
OR,    ,043052,#2,ILEX AQ GOLD COAST R,Gold Coast®  English Holly,EVS,06,     ,,,-,14''H - 12''S, 167 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949430521,,,
OR,    ,045085,#5,ILEX X BLUE BOY,Blue Boy Holly                                              ,EVS,05,     ,,,-,"16""H - 18""S", 330 ,     ,          , 20.50 , 16.40 , 2.30 , 18.70 ,     ,,014949450857,,,
OR,    ,045165,#5,ILEX X BLUE PRINCE,Blue Prince Holly                                           ,EVS,05,     ,,,-,"24""H - 18""S", 6 ,     ,          , 20.50 , 16.40 , 2.30 , 18.70 ,     ,,014949451656,,,
OR,    ,045352,#2,ILEX X LITTLE RASCAL R P9999,Little Rascal®  Holly,EVS,05,     ,#REF!,,-,14''H - 12''S, 8 ,     ,          , 15.50 , 12.40 , 1.15 , 13.55 ,     ,,014949453520,,,
OR,    ,019651S,SuperOne TM,ILEX X RED BEAUTY R PP14750,Red Beauty®  Holly,EVS,06,     ,,,,"12""H - 8""S",     , 332 ,06/01/14  , 7.75 , 6.20 , 0.77 , 6.97 ,     ,,014949104293,,,
OR,    ,023965,#5,ILEX X SANTA'S DELIGHT R,Santa's Delight®  English Holly,EVS,06,     ,,,-,27''H - 15''S, 415 ," 1,675 ",04/15/14  , 21.75 , 17.40 , 2.30 , 19.70 ,     ,,014949113813,,,
OR,2011,021091,#1,ILEX X SCALLYWAG TM PP21941,Scallywag™  Holly,EVS,05,     ,#REF!,,-,10''H - 8''S, 20 ,     ,          , 7.50 , 6.00 , 0.46 , 6.46 ,     ,,014949351987,,,
OR,2011,045955,#5,INDIGOFERA KIRILOWII,Chinese Indigo                                              ,EVS,05,     ,,,BREAKING DORMANCY,"12""H - 16""S",     , 12 ,06/01/14  , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949459553,,,
OR,    ,016471,#1,IRIS EN CASCADE SPICE,Cascade Spice Japanese Iris                                 ,PRN,04,     ,,,EMERGING,., 609 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949004920,,,
OR,    ,044011,#1,IRIS EN VARIEGATA,Variegated Japanese Water Iris                              ,PRN,04,     ,,,EMERGING,., 241 ,     ,          , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949440117,,,
OR,    ,045981,#1,IRIS PALLIDA VARIEGATA,Variegated Sweet Iris                                       ,PRN,04,     ,,,EMERGING,., 43 ,,, 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949459812,,,
OR,    ,046361,#1,IRIS SIB BENNERUP BLUE,Bennerup Blue Siberian Iris                                 ,PRN,04,     ,,,EMERGING,.," 1,104 ",     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949463611,,,
OR,    ,046441,#1,IRIS SIB CAESAR'S BROTHER,Caesar's Brother Siberian Iris                              ,PRN,04,     ,,,EMERGING,., 547 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949464410,,,
OR,    ,046105,#5,IRIS SIB CHILLED WINE,Chilled Wine Siberian Iris                                  ,PRN,04,     ,,,CUT BACK,., 12 ,     ,          , 16.50 , 13.20 , 2.30 , 15.50 ,     ,,014949461037,,,
OR,    ,046471,#1,IRIS SIB ERIC THE RED,Eric The Red Siberian Iris                                  ,PRN,04,     ,,,EMERGING,., 386 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949464724,,,
OR,    ,046011,#1,IRIS SIB RUFFLED VELVET,Ruffled Velvet Siberian Iris                                ,PRN,04,     ,,,EMERGING,.," 2,649 ",     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949460115,,,
OR,    ,046501,#1,ITEA VIR HENRYS GARNET,Henry's Garnet Sweetspire                                   ,DCS,05,     ,,,-,"10""H - 8""S", 463 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949465011,,,
OR,    ,046492S,SuperTwo,ITEA VIR LITTLE HENRY R P10988,Little Henry®  Dwarf Virginia Sweetspire,DCS,05,     ,,,-,10''H - 10''S,     , 10 ,05/15/14  , 15.00 , 12.00 , 1.53 , 13.53 ,     ,,014949354278,,,
OR,    ,046901,#1,JUN C GOLD COAST R,Gold Coast®  Juniper,CON,03,     ,,,WINTER COLOR,"10""S", 420 , 952 ,05/15/14  , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949469019,,,
CA,    ,047605PP,#5 POMPON,JUN C HETZII GLAUCA,Hetz Blue Juniper                                           ,CON,04,     ,,,-,5-7 ARMS, 2 ,     ,          , 60.00 , 48.00 , 3.71 , 51.71 ,     ,,014949476352,,,
OR,    ,048002,#2,JUN C MINT JULEP R,Mint Julep®  Juniper,CON,03,     ,,,-,"16""S", 41 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949480021,,,
CA,    ,048305OP,#5 ORIENTAL POMPON,JUN C PFITZERIANA GLAUCA,Blue Pfitzer Juniper                                        ,CON,03,     ,,,-,"60""H", 4 ,     ,          , 70.00 , 56.00 , 3.71 , 59.71 ,     ,,014949483657,,,
CA,    ,048451,#1,JUN C SAN JOSE,San Jose Juniper                                            ,CON,04,     ,,,-,"12""S",     , 282 ,05/28/14  , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949484517,,,
CA,    ,048131,#1,JUN C SEA OF GOLD R PP17622,Sea Of Gold®  Juniper,CON,03,     ,#REF!,,-,"8""S", 66 ,     ,          , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949481318,,,
OR,    ,047301,#1,JUN C SPARTAN,Spartan Juniper                                             ,CON,05,     ,,,WINTER COLOR,"21""H - 8""S", 7 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949473016,,,
OR,    ,049032,#2,JUN COM ALPINE CARPET R,Alpine Carpet®  Juniper,CON,03,     ,,,-,"12""S", 170 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949490327,,,
OR,    ,084905,#5,JUN COMMUNIS VAR MONTANA,Mountain Juniper                                            ,CON,03,     ,,,-,"20""S", 56 ,,, 16.75 , 13.40 , 2.30 , 15.70 ,     ,,014949051313,,,
CA,    ,049905,#5,JUN H ICEE BLUE R P9639,Icee Blue®  Juniper,CON,03,     ,#REF!,,-,"16""S",     , 5 ,05/07/14  , 16.75 , 13.40 , 2.47 , 15.87 ,     ,,014949499054,,,
CA,    ,050302,#2,JUN H PRINCE OF WALES,Prince Of Wales Juniper                                     ,CON,03,     ,,,-,"12""S", 51 ,     ,          , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949503027,,,
OR,    ,050701,#1,JUN H WILTONII,Blue Rug Juniper                                            ,CON,03,     ,,,-,"8""S", 774 ,,, 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949507018,,,
OR,    ,050202,#2,JUN H YOUNGSTOWN,Youngstown Andorra Juniper                                  ,CON,03,     ,,,WINTER COLOR,"16""S", 8 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949502020,,,
OR,    ,051601,#1,JUN SA BROADMOOR,Broadmoor Juniper                                           ,CON,03,     ,,,WINTER COLOR,"10""S", 10 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949516010,,,
OR,    ,051701,#1,JUN SA BUFFALO,Buffalo Juniper                                             ,CON,03,     ,,,-,"8""S",     , 70 ,05/15/14  , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949517017,,,
CA,    ,052001,#1,JUN SA TAMARISCIFOLIA NEW BLUE,New Blue Tamarix Juniper                                    ,CON,03,     ,,,-,"8""S", 20 ,     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949520017,,,
CA,    ,052155,#5,JUN SC BLUE CREEPER R,Blue Creeper®  Juniper,CON,03,     ,,,-,"20""S", 23 ,     ,          , 16.75 , 13.40 , 2.47 , 15.87 ,     ,,014949521557,,,
CA,    ,052305,#5,JUN SC COLOGREEN,Cologreen Juniper                                           ,CON,03,     ,,,-,"36""H - 12""S", 101 , 160 ,05/31/14  , 24.00 , 19.20 , 2.47 , 21.67 ,     ,,014949523056,,,
CA,    ,052507,#7,JUN SC GRAY GLEAM,Gray Gleam Juniper                                          ,CON,04,     ,,,-,"40""H - 18""S", 5 ,     ,          , 55.00 , 44.00 , 6.18 , 50.18 ,     ,,014949525074,,,
CA,    ,052705,#5,JUN SC MEDORA,Medora Juniper                                              ,CON,03,     ,,,-,"40""H - 12""S",     , 30 ,05/31/14  , 24.00 , 19.20 , 2.47 , 21.67 ,     ,,014949527054,,,
CA,    ,054001,#1,JUN SC SKYROCKET,Skyrocket Juniper                                           ,CON,04,     ,,,-,"18""H - 6""S", 15 ,     ,          , 7.50 , 6.00 , 0.49 , 6.49 ,     ,,014949540015,,,
CA,    ,053105PT,#5 PATIO TREE,JUN SC TOLL BLU WEEPING,Tolleson's Blue Weeping Juniper                             ,CON,03,     ,,,-,"60H  - 24""S", 5 ,     ,          , 55.00 , 44.00 , 3.71 , 47.71 ,     ,,014949531051,,,
OR,    ,053391,#1,JUN SQUA BLUE STAR,Blue Star Juniper                                           ,CON,04,     ,#REF!,,-,"18""S", 10 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949533918,,,
CA,    ,053655,#5,JUN V BLUE ARROW,Blue Arrow Juniper                                          ,CON,04,     ,,,-,"40""H",     , 343 ,05/31/14  , 24.00 , 19.20 , 2.47 , 21.67 ,     ,,014949536551,,,
